Donation ID,Giving Entity ID,Fundraiser,Amount Donated,Date,Type of Gift,Donor Name,Type of Donor,Earmarked Fund,Center,"""Thank You"" sent?",Matching Info,Notes,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1563-20101215-0001,UNK1563,Smart Circle Fundraiser,$312.53 ,12/15/2010,Percentage of Purchase,Smart Circle International LLC,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1563-20110418-0001,UNK1563,Smart Circle Fundraiser,$56.62 ,4/18/2011,Percentage of Purchase,Smart Circle International LLC,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1563-20120418-0001,UNK1563,Smart Circle Fundraiser,$123.18 ,4/18/2012,Percentage of Purchase,Smart Circle International LLC,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1565-20121003-0001,UNK1565,Unprompted,$55.00 ,10/3/2012,Direct Donation,The Caruso Family Foundation,Foundation,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1570-20120220-0001,UNK1570,Unprompted,$50.00 ,2/20/2012,Percentage of Purchase,Wahoo's Fish Taco,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1572-20101118-0001,UNK1572,Costume Club,$31.77 ,11/18/2010,Percentage of Purchase,Wholesale Costume Club,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1572-20111207-0001,UNK1572,Costume Club,$53.99 ,12/7/2011,Percentage of Purchase,Wholesale Costume Club,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1572-20111207-0002,UNK1572,Costume Club,$53.99 ,12/7/2011,Percentage of Purchase,Wholesale Costume Club,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1572-20111207-0003,UNK1572,Costume Club,$53.99 ,12/7/2011,Percentage of Purchase,Wholesale Costume Club,Corporate,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130725-0001,,Birthday Fundraiser,$300.00 ,7/25/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130913-0001,,Birthday Fundraiser,$65.00 ,9/13/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20150730-0001,,Birthday Fundraiser,$455.00 ,7/30/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20110302-0001,,Cafe Wednesdays,$15.00 ,3/2/2011,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20110311-0001,,Cafe Wednesdays,$17.00 ,3/11/2011,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20110401-0002,,Cafe Wednesdays,$10.00 ,4/1/2011,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20110413-0001,,Cafe Wednesdays,$11.00 ,4/13/2011,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20110506-0001,,Cafe Wednesdays,$24.00 ,5/6/2011,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130612-0001,,Fruit Snack Fundraiser,$108.00 ,6/12/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20111216-0001,,Give Back,$28.00 ,12/16/2011,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130903-0001,,Giving Tree Fundraiser,$150.00 ,9/3/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20131223-0001,,Holiday Fundraiser,$160.00 ,12/23/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20121205-0001,,Letter Campaign 2012,$770.00 ,12/5/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20121214-0001,,Letter Campaign 2012,$275.00 ,12/14/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130102-0001,,Letter Campaign 2012,$55.00 ,1/2/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120627-0002,,Martha's Photo Fundraiser,$10.00 ,6/27/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120627-0003,,Movie Night,$128.00 ,6/27/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20100106-0002,,Raffle,$40.00 ,1/6/2010,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20090323-0003,,Rummage Sale,$40.00 ,3/23/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20080409-0001,,Silent Auction 2008,$228.00 ,4/9/2008,Misc Item Sale,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20080409-0002,,Silent Auction 2008,$848.00 ,4/9/2008,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120424-0001,,Silent Auction 2012,"$4,317.00 ",4/24/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120427-0001,,Silent Auction 2012,$380.00 ,4/27/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120518-0001,,Silent Auction 2012,$55.00 ,5/18/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20121101-0001,,Sports Marketing Fundraiser,$67.24 ,11/1/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20100805-0003,,Summer Sale,$14.40 ,8/5/2010,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190813-0001,,Sun & Fun Family Picnic 2019,$40.00 ,8/13/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20190829-0003,,Sun & Fun Family Picnic 2019,"$1,000.00 ",8/29/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20180814-0004,,Sun & Fun Inaugural Family Picnic 2018,$40.00 ,8/14/2018,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20180814-0005,,Sun & Fun Inaugural Family Picnic 2018,$65.00 ,8/14/2018,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20180814-0006,,Sun & Fun Inaugural Family Picnic 2018,$100.00 ,8/14/2018,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20100629-0001,,T-Shirt Fundraiser,$90.00 ,6/29/2010,Shirt Sale,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20100630-0001,,T-Shirt Fundraiser,$10.00 ,6/30/2010,Shirt Sale,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20100805-0004,,T-Shirt Fundraiser,$10.00 ,8/5/2010,Shirt Sale,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20110804-0001,,T-Shirt Fundraiser,$20.00 ,8/4/2011,Shirt Sale,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20110902-0001,,T-Shirt Fundraiser,$10.00 ,9/2/2011,Shirt Sale,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20180920-0001,,T-Shirt Fundraiser,$30.00 ,9/20/2018,Shirt Sale,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20181002-0001,,T-Shirt Fundraiser,$330.00 ,10/2/2018,Shirt Sale,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20091222-0001,,Teacher Appreciation,$322.55 ,12/22/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20091222-0002,,Teacher Appreciation,$555.00 ,12/22/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130514-0001,,Teacher Appreciation,$55.00 ,5/14/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130514-0002,,Teacher Appreciation,$30.00 ,5/14/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130906-0002,,The Joy of Giving 2013,$200.00 ,9/6/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130913-0002,,The Joy of Giving 2013,$100.00 ,9/13/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130926-0001,,The Joy of Giving 2013,$100.00 ,9/26/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20131003-0002,,The Joy of Giving 2013,$700.00 ,10/3/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20131017-0001,,The Joy of Giving 2013,$400.00 ,10/17/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20131021-0001,,The Joy of Giving 2013,$100.00 ,10/21/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20131026-0001,,The Joy of Giving 2013,$100.00 ,10/26/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20131127-0002,,The Joy of Giving 2013,$100.00 ,11/27/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140402-0002,,The Joy of Giving 2014,$250.00 ,4/2/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140516-0003,,The Joy of Giving 2014,$100.00 ,5/16/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140821-0001,,The Joy of Giving 2014,$450.00 ,8/21/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140826-0001,,The Joy of Giving 2014,$100.00 ,8/26/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140828-0001,,The Joy of Giving 2014,$100.00 ,8/28/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140903-0001,,The Joy of Giving 2014,$400.00 ,9/3/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140904-0002,,The Joy of Giving 2014,$500.00 ,9/4/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140908-0001,,The Joy of Giving 2014,$300.00 ,9/8/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140912-0001,,The Joy of Giving 2014,$600.00 ,9/12/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20141003-0002,,The Joy of Giving 2014,$100.00 ,10/3/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20141016-0001,,The Joy of Giving 2014,$100.00 ,10/16/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20150730-0002,,The Joy of Giving 2015,$500.00 ,7/30/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20150803-0001,,The Joy of Giving 2015,$200.00 ,8/3/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20150804-0001,,The Joy of Giving 2015,$200.00 ,8/4/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20150820-0001,,The Joy of Giving 2015,$500.00 ,8/20/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20150831-0001,,The Joy of Giving 2015,$200.00 ,8/31/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20150923-0001,,The Joy of Giving 2015,$100.00 ,9/23/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20151223-0002,,The Joy of Giving 2015,$500.00 ,12/23/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20160901-0002,,The Joy of Giving 2016,$650.00 ,9/1/2016,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20160913-0001,,The Joy of Giving 2016,$750.00 ,9/13/2016,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20160929-0001,,The Joy of Giving 2016,$300.00 ,9/29/2016,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20161018-0001,,The Joy of Giving 2016,$200.00 ,10/18/2016,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20161101-0001,,The Joy of Giving 2016,$100.00 ,11/1/2016,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20161201-0001,,The Joy of Giving 2016,$125.00 ,12/1/2016,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20161229-0001,,The Joy of Giving 2016,$900.00 ,12/29/2016,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20170928-0001,,The Joy of Giving 2017,$25.00 ,9/28/2017,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20171003-0002,,The Joy of Giving 2017,$200.00 ,10/3/2017,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20171013-0002,,The Joy of Giving 2017,$200.00 ,10/13/2017,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20171023-0001,,The Joy of Giving 2017,$400.00 ,10/23/2017,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20171114-0001,,The Joy of Giving 2017,$200.00 ,11/14/2017,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20171128-0002,,The Joy of Giving 2017,$100.00 ,11/28/2017,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20171227-0001,,The Joy of Giving 2017,$100.00 ,12/27/2017,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20180216-0001,,The Joy of Giving 2018,$100.00 ,2/16/2018,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20180918-0001,,The Joy of Giving 2018,$800.00 ,9/18/2018,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20180920-0002,,The Joy of Giving 2018,$400.00 ,9/20/2018,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20180924-0001,,The Joy of Giving 2018,$100.00 ,9/24/2018,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20180925-0001,,The Joy of Giving 2018,$100.00 ,9/25/2018,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20181002-0002,,The Joy of Giving 2018,$300.00 ,10/2/2018,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20181005-0001,,The Joy of Giving 2018,$100.00 ,10/5/2018,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20181009-0001,,The Joy of Giving 2018,$100.00 ,10/9/2018,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20181024-0002,,The Joy of Giving 2018,$600.00 ,10/24/2018,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20181201-0001,,The Joy of Giving 2018,$50.00 ,12/1/2018,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20091016-0002,,Ticket Fundraiser,"$1,260.00 ",10/16/2009,Misc Item Sale,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20091113-0001,,Ticket Fundraiser,$60.00 ,11/13/2009,Misc Item Sale,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20061019-0002,,Unprompted,"$3,193.50 ",10/19/2006,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20061102-0001,,Unprompted,"$1,537.50 ",11/2/2006,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20101129-0001,,Unprompted,$664.50 ,11/29/2010,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20101129-0002,,Unprompted,"$1,203.50 ",11/29/2010,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20111011-0001,,Unprompted,$25.00 ,10/11/2011,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20111116-0001,,Unprompted,$10.00 ,11/16/2011,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130130-0001,,Unprompted,$55.00 ,1/30/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130226-0001,,Unprompted,$285.00 ,2/26/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130305-0001,,Unprompted,$55.00 ,3/5/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130306-0001,,Unprompted,$100.00 ,3/6/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130423-0001,,Unprompted,$55.00 ,4/23/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130503-0004,,Unprompted,$55.00 ,5/3/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130831-0001,,Unprompted,$200.00 ,8/31/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140129-0002,,Unprompted,$51.00 ,1/29/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20150128-0001,,Unprompted,$110.00 ,1/28/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20170104-0001,,Unprompted,$60.00 ,1/4/2017,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20191126-0001,,Unprompted,$376.17 ,11/26/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20191202-0001,,Unprompted,$50.00 ,12/2/2019,Direct Donation,Misc. Parent,Personal,Unrestricted,C-JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0043-20160329-0001,FAM0043,Letter Campaign 2015,"$1,000.00 ",3/29/2016,Direct Donation,Milan Torres 1157,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0043-20150629-0001,FAM0043,Music Class Fundraiser,$65.00 ,6/29/2015,Direct Donation,Milan Torres 1157,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0084-20150623-0001,FAM0084,Music Class Fundraiser,$50.00 ,6/23/2015,Direct Donation,Jamie Mitchell 406,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0157-20200221-0001,FAM0157,Training and Staff Development; CAAEYC 2020,$100.00 ,2/21/2020,Direct Donation,Jordan Rivera 266,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0177-20121211-0001,FAM0177,Birthday Fundraiser,$150.00 ,12/11/2012,Direct Donation,Taylor Wright 642,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0177-20131218-0001,FAM0177,Birthday Fundraiser,$150.00 ,12/18/2013,Direct Donation,Taylor Wright 642,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0177-20150526-0001,FAM0177,Music Class Fundraiser,$160.00 ,5/26/2015,Direct Donation,Corey Walker 867,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0219-20200128-0001,FAM0219,Training and Staff Development; CAAEYC 2020,$100.00 ,1/28/2020,Direct Donation,Phoenix Thompson 718,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0247-20161031-0001,FAM0247,Halloween Party,$100.00 ,10/31/2016,Direct Donation,Elliot Clark 1374,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0267-20200128-0001,FAM0267,Training and Staff Development; CAAEYC 2020,$50.00 ,1/28/2020,Direct Donation,Alex Edwards 920,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0378-20200116-0001,FAM0378,Training and Staff Development; CAAEYC 2020,$100.00 ,1/16/2020,Direct Donation,Jordan Campbell 146,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0415-20140312-0001,FAM0415,Letter Campaign 2013,$150.00 ,3/12/2014,Direct Donation,Phoenix Harris 598,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0447-20161109-0001,FAM0447,Cafe Wednesdays,$100.00 ,11/9/2016,Direct Donation,Reese Hall 271,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0457-20150520-0001,FAM0457,Music Class Fundraiser,$130.00 ,5/20/2015,Direct Donation,Quinn Cook 1168,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0457-20161202-0001,FAM0457,Pat Griffith Scholarship Fund Creation,$100.00 ,12/2/2016,Direct Donation,Blake Carter 304,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0464-20161014-0001,FAM0464,Music Class Fundraiser,$90.00 ,10/14/2016,Direct Donation,Parker Young 1139,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0464-20161220-0001,FAM0464,Pat Griffith Scholarship Fund Creation,$20.00 ,12/20/2016,Direct Donation,Avery Young 1052,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0468-20161208-0001,FAM0468,Cafe Wednesdays,$200.00 ,12/8/2016,Direct Donation,Quinn Martin 1779,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0502-20150813-0001,FAM0502,Music Class Fundraiser,$500.00 ,8/13/2015,Direct Donation,Morgan Mitchell 443,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
